text,category,sentiment
problem with adding some articles to order {{Order Number}},Product Inquiry,Negative
I try to notify of issues with registrations,Technical Support,Neutral
i call to leave my feedback for ur services,Technical Support,Negative
i have got to write an opinion,Technical Support,Neutral
is it possible to place an order from {{Delivery City}} ?,Product Inquiry,Neutral
correcting purchase {{Order Number}},Product Inquiry,Neutral
could you give me information about the shipment methods?,Product Inquiry,Neutral
I need help to receive an reimbursement of money,Billing,Positive
i expect a rebate of {{Refund Amount}} dollars,Billing,Neutral
i do not know what i need to do to download the bioll #12588,Billing,Neutral
deliveries to {{Delivery City}},Product Inquiry,Neutral
I would like to know about changing my delivery address,Product Inquiry,Positive
i dont know what i have to do to delete my platinum account,Account Access,Neutral
need assistance modifying my user info,Account Access,Neutral
help me see the status of order {{Order Number}},Product Inquiry,Positive
I don't know what I need to do to get the bill #85632,Billing,Neutral
wanna know more about the shipping periods,Product Inquiry,Neutral
problems setting the shipping address up,Product Inquiry,Negative
cancel order {{Order Number}},Product Inquiry,Negative
need help to speak to a uhman agent,Technical Support,Positive
assistance to leave some feedback about a service,Technical Support,Negative
where to see your available payment modalities?,Billing,Neutral
I do not know how I can see the methods for shipping,Product Inquiry,Neutral
I have to set my new delivery address up,Product Inquiry,Neutral
where can I get information about a delivery address change?,Product Inquiry,Neutral
can you help me contact osmeone?,Technical Support,Positive
I am having an online registration error,Technical Support,Negative
I need assistance adding several articles to order {{Order Number}},Product Inquiry,Neutral
I try to check in which cases can I ask for my money back,Billing,Neutral
I have problems with  an address correction,Product Inquiry,Negative
want help to leave some feedback about your services,Technical Support,Positive
where could I see what options for delivery I have?,Product Inquiry,Neutral
help em checking the withdrawal fees,Technical Support,Positive
help me restore the key of my user,Account Access,Positive
i ahve to report problems with signup,Technical Support,Negative
i dont know what to do to download invoice #37777,Billing,Neutral
error setting the shipping address up,Product Inquiry,Negative
want help to see the termination charge,Technical Support,Positive
i have to se ur available payment methods could ya help me,Billing,Positive
I want assistance to check hte ETA of order {{Order Number}},Product Inquiry,Positive
can you help me see what hours I can call customer support?,Technical Support,Positive
can I check order {{Order Number}} current status?,Product Inquiry,Neutral
help to contact a human agent,Technical Support,Positive
i habe a problem with my pin retrieval,Account Access,Negative
"I chose a wrong delivery address, can you help me update it?",Product Inquiry,Negative
i dontknow how to get the invoice #12588,Billing,Neutral
repor sign-up problems,Technical Support,Negative
can ya tell me about signing up to ur newsletter,Technical Support,Neutral
where to know if there is anything new on the rebate,Billing,Neutral
deleter a product from purchase {{Order Number}},Product Inquiry,Neutral
assistance to submit a different shipping address,Product Inquiry,Neutral
I need assistance correcting purchase {{Order Number}},Product Inquiry,Neutral
how do i see what options for delivery are available,Product Inquiry,Neutral
i need assistance to locate the bills from {{Person Name}},Billing,Neutral
I have got to file a complaint against your company,Technical Support,Negative
I'm trying to know if there is anything new on my refund,Billing,Neutral
i need assistance to talk to somebody,Technical Support,Neutral
how to check what payment options are available,Billing,Neutral
how colud I delete something from order {{Order Number}}?,Product Inquiry,Neutral
change to premium account,Account Access,Neutral
can you help me shop a few of your article?,Product Inquiry,Positive
assistance to see thd early termination fee,Technical Support,Neutral
i need help seeing ur reimbursement policy,Billing,Positive
i need help to see purchase {{Order Number}} status,Product Inquiry,Positive
"you are not helpful at all, help me contacting somebody",Technical Support,Positive
I have got to look for my bill #00108,Billing,Neutral
open a {{Account Type}} account,Account Access,Neutral
wana swap a damn product of order {{Order Number}} help me,Product Inquiry,Neutral
help me retrieve my user  account pin,Account Access,Positive
switch something of order {{Order Number}},Product Inquiry,Neutral
i need information about delivery periods,Product Inquiry,Neutral
i need help to see the cancellation penalty,Technical Support,Negative
can you give me information about the PIN code reset?,Account Access,Neutral
help to get bill #00108,Billing,Positive
do you have an e-mai to send a review about a service?,Technical Support,Neutral
I'm trying to get my invoice from {{Person Name}},Billing,Neutral
help me to use the {{Account Category}} profile,Account Access,Positive
want help to check the eta of purchase {{Order Number}},Product Inquiry,Positive
how do i cyat with a person,Technical Support,Neutral
I have to see the early exit fee,Technical Support,Neutral
help with canceling purchase {{Order Number}},Product Inquiry,Positive
I am calling to see what delivery methods you offer,Product Inquiry,Neutral
want assistance to chat with a person,Technical Support,Positive
eta fo order {{Order Number}},Product Inquiry,Neutral
what is the customer service mail,Technical Support,Neutral
delete user,Account Access,Neutral
i have got to reset my account pwd,Account Access,Neutral
modifying details on gold account,Account Access,Neutral
create new bloody {{Account Type}} account,Account Access,Negative
can you help me sending my feedback for your services?,Technical Support,Positive
I try to submit the new delivery address,Product Inquiry,Neutral
I need assistance with canceling purchase {{Order Number}},Product Inquiry,Neutral
error with sign-up,Technical Support,Negative
I want information about a forgotten PIN code,Account Access,Negative
how to see when will my purchase arrive?,Product Inquiry,Neutral
create new standard account for daughter,Account Access,Positive
wanna deit order {{Order Number}},Product Inquiry,Neutral
i want help towrite a comment for ur services,Technical Support,Positive
I do not know how to see when will my product arrive,Product Inquiry,Neutral
"I need to earn several items, help me",Product Inquiry,Positive
I try to check what payment options are allowed,Billing,Neutral
need help to lodge a complaint against your organization,Technical Support,Positive
what do I have to do to get the bill from {{Person Name}}?,Billing,Neutral
I want help to change purchase {{Order Number}},Product Inquiry,Positive
I have to see the options for shipping,Product Inquiry,Neutral
i do not know what to do to look for thebill #00108,Billing,Neutral
can I check the bills from {{Person Name}}?,Billing,Neutral
i need assistance to check the eta of the order {{Order Number}},Product Inquiry,Neutral
i have a question about the cancellation of my {{Account Type}} account,Account Access,Neutral
assistance to shop some products,Product Inquiry,Neutral
want assistance to check how long refunds take,Billing,Positive
where can I get information about a gold account removal?,Account Access,Neutral
want help to check the accepted payment options,Billing,Positive
I call to makle a customer claim against your business,Technical Support,Neutral
need to check ur accepted payment options,Billing,Positive
can uhelp me see what hours i can call customer service,Technical Support,Neutral
I cannot afford order {{Order Number}},Product Inquiry,Neutral
I am waiting for a reimburswment of {{Currency Symbol}}{{Refund Amount}},Billing,Neutral
supports editing the delivery address,Product Inquiry,Positive
assistance to list your paymernt modalities,Billing,Neutral
i try to restore the pwd of my user profile,Account Access,Positive
where do I check what shipment methods are available?,Product Inquiry,Neutral
assistance to file a reclamation against your business,Technical Support,Neutral
I have got to get my bill from {{Person Name}},Billing,Neutral
send me bills from {{Person Name}},Billing,Neutral
I try to delete an product from purchase {{Order Number}},Product Inquiry,Neutral
need help cancelling purchase {{Order Number}},Product Inquiry,Positive
I want help contacting a person,Technical Support,Positive
i do not know how i can report an error with signup,Technical Support,Negative
can I see what delivery options are there?,Product Inquiry,Neutral
there is a problem trying to modify the delivery address,Product Inquiry,Negative
I do not know how I can speak to an agent,Technical Support,Neutral
I want information about opening a standard account,Account Access,Positive
assistance checking the early exit fee,Technical Support,Neutral
want help notifying of troubles with online payments,Billing,Neutral
contact a human agent,Technical Support,Neutral
I expect a reimbursmeent of {{Refund Amount}} dollars,Billing,Neutral
I need assistance to check the early termination fee,Technical Support,Neutral
how can I lodge a consumer claim against your business?,Technical Support,Neutral
I am waiting for a rebate of {{Currency Symbol}}{{Refund Amount}},Billing,Neutral
could you tell me more about opening platinum accounts?,Account Access,Neutral
i dont know what to do to recover the pwd of my profile,Account Access,Neutral
rebating  {{Currency Symbol}}{{Refund Amount}},Billing,Neutral
wanna edit order {{Order Number}},Product Inquiry,Neutral
closing freemium account,Account Access,Neutral
"I want to contact customer support, can I get some help?",Technical Support,Positive
i want assistance to solve issues with payment,Billing,Positive
i need help to see at what time i can call  customer support,Technical Support,Positive
what do i need to do to change to the {{Account Type}} account,Account Access,Neutral
"I need to leave my feedback, can you help me?",Technical Support,Positive
wanna check in what cases can i ask to be reimbursed,Billing,Neutral
I try to see in what situations can I request to be refunded,Billing,Neutral
"I have got to ask for a rebate, can you help me?",Billing,Positive
need to write a review about ur company how can i do it,Technical Support,Neutral
"I ain't registered yet, I try to open a {{Account Category}} account",Account Access,Neutral
could i delete a item from purchase {{Order Number}},Product Inquiry,Neutral
I need to see purchase {{Order Number}} current status,Product Inquiry,Neutral
I want assistance to talk with an assistant,Technical Support,Positive
is there a way to leave an opinion about a service?,Technical Support,Negative
I'm trying to close my {{Account Category}} account,Account Access,Neutral
what do I have to do to report signup errors?,Technical Support,Negative
help checking the termmination fees,Technical Support,Positive
can i place an order from {{Delivery Country}},Product Inquiry,Neutral
how can I contact customer service?,Technical Support,Neutral
want help to retrieve my pin,Account Access,Positive
wanna see  the payment methods help me,Billing,Positive
have a problem with cancelling order {{Order Number}},Product Inquiry,Negative
help to see at what time i  can reach customer assistance,Technical Support,Positive
I don't know what todo to purchase something,Product Inquiry,Neutral
"I want to write a review about your products, how to do it?",Technical Support,Positive
how to see the withdrawal fee?,Technical Support,Neutral
help to unsubscribe to the company newsletter,Technical Support,Positive
how do I inform of a issue with a sign-up?,Technical Support,Neutral
"I need to unsubscribe from your newsletter, how can I do it?",Technical Support,Neutral
I can't notify of errors with a signup,Technical Support,Positive
I want help to ask for my money back,Billing,Positive
I want assistance canceling order {{Order Number}},Product Inquiry,Positive
i dont know how i can notify of a trouble with payments,Billing,Negative
can i call customer assistance,Technical Support,Neutral
"I have got to talk with customer service, can you help me?",Technical Support,Positive
can I open a {{Account Type}} account?,Account Access,Neutral
could uhelp me switch  some articles of order {{Order Number}},Product Inquiry,Neutral
"you are not helpful, how to chat with an agent?",Technical Support,Negative
ido not know what i need to do to get the invoice #12588,Billing,Neutral
want help to see how soon can i expect the package,Product Inquiry,Positive
there is an issue trying to correct the address,Product Inquiry,Neutral
how can I check the ETA of the purchase {{Order Number}}?,Product Inquiry,Neutral
I don't know how to contact a person,Technical Support,Neutral
is it possible to set up a damn different delivery address?,Product Inquiry,Negative
can you help me check how soon can I expect the product?,Product Inquiry,Positive
need help to make a complaint against your organization,Technical Support,Positive
can ya help me to open an platinum account,Account Access,Positive
I need hepl to report an error with online payment,Billing,Negative
switch to {{Account Category}} account,Account Access,Neutral
I need assistance to report troubles with online payment,Billing,Negative
I can't remove some articles from purchase {{Order Number}},Product Inquiry,Neutral
can uhelp me see what hours customer support available is,Technical Support,Positive
change to platinum acount,Account Access,Neutral
what do i need to do to correct my shippign address,Product Inquiry,Neutral
modify info on platinum account,Account Access,Neutral
I need help to enter the secondaryshipping address,Product Inquiry,Positive
can i order frrom {{Delivery Country}},Product Inquiry,Neutral
i want assistance seing the invoice from {{Person Name}},Billing,Positive
i dont use m freemium account I'm trying to cancel it,Account Access,Negative
what do I need to do to download the invoice #12588?,Billing,Neutral
how do i change a product of purchase {{Order Number}},Product Inquiry,Neutral
I am trying to inform of payment problems,Billing,Negative
how can I cancel the {{Account Category}} account?,Account Access,Negative
updating data on {{Account Type}} account,Account Access,Neutral
I have to check in which cases can I request a refund,Billing,Neutral
"I can't pay, assistance reporting troubles with payment",Billing,Negative
I want supports changing the shipping address,Product Inquiry,Positive
can you help me place an order?,Product Inquiry,Positive
i need help trying to change the address,Product Inquiry,Positive
need assistance to subscribe to the company newsletter,Technical Support,Neutral
I do not know what to do to earn several of yoru item,Product Inquiry,Neutral
I need help to notify of an error with payments,Billing,Neutral
i want help seeign when will my product arrive,Product Inquiry,Positive
can I ordrr from {{Delivery City}}?,Product Inquiry,Neutral
I do not know how to get the bill from {{Person Name}},Billing,Neutral
how can i locate invoice #12588,Billing,Neutral
updating {{Account Category}} account,Account Access,Neutral
how do i check at what time i can call  customer service,Technical Support,Neutral
what do I need to do to switch to the pro account?,Account Access,Neutral
help to reset my user account pin,Account Access,Positive
"I have got to see your refund policy, help me",Billing,Positive
help me to create a {{Account Type}} account,Account Access,Positive
could you help me deleting a platinum account?,Account Access,Positive
I expect a reimbursement of {{Refund Amount}} dollars,Billing,Neutral
I can't talk with a person,Technical Support,Neutral
what do I have to do to retrieve my key?,Account Access,Neutral
"I cannot afford this article, cancel order {{Order Number}}",Product Inquiry,Negative
could i see the ETA of the purchase {{Order Number}},Product Inquiry,Neutral
find informtaion about my forgotten pin,Account Access,Negative
"I lost my invoice from {{Person Name}}, find it for me",Billing,Negative
"I have got to change to the {{Account Type}} account, how to do it?",Account Access,Neutral
download bill #00108,Billing,Neutral
open nw pro account for daughter,Account Access,Neutral
I expect a compensation of {{Currency Symbol}}{{Refund Amount}},Billing,Neutral
i want help to create a different damn platinum account,Account Access,Positive
where to ese how long the delivery takes,Product Inquiry,Neutral
"I do not want this item, I try to cancel order {{Order Number}}",Product Inquiry,Negative
i do not know how i could see ur payment modalities,Billing,Neutral
could I place an order from {{Delivery Country}} ?,Product Inquiry,Neutral
do you ship  to {{Delivery Country}}?,Product Inquiry,Neutral
assistance to get my bills from {{Person Name}},Billing,Neutral
help me to open a gold account for my daughter,Account Access,Positive
i do not know what to do to download the invoice #37777,Billing,Neutral
i want assistance asking for a restitution of my money,Billing,Positive
i have got to see the status of my newsletter subvscription,Technical Support,Neutral
"I bought some articles, how to cancel order {{Order Number}}?",Product Inquiry,Negative
I want help ordering a few of your product,Product Inquiry,Positive
I have to correct my delivery address,Product Inquiry,Neutral
how do I check the accepted payment methods?,Billing,Positive
"I don't use my bloody pro account, how do I remove it?",Account Access,Positive
can you help me purchasing a damn item?,Product Inquiry,Neutral
"I have got to change to the freemium account, help me",Account Access,Positive
"I need to see when will my product arrive, help me",Product Inquiry,Positive
lodge consumer reclamation,Technical Support,Neutral
I don't know how to check the early termination penalty,Technical Support,Negative
what are the withdrawal fees?,Technical Support,Neutral
"I need to check your reimbursement policy, help me",Billing,Positive
where can I make a consumer claim against your company?,Technical Support,Neutral
I want assistance informing of a trouble with payment,Billing,Negative
how can i talk to customer assitance,Technical Support,Neutral
i need assistance to get the invoice #85632,Billing,Neutral
need help to modify my user information,Account Access,Positive
i exepct a restitution of {{Currency Symbol}}{{Refund Amount}},Billing,Neutral
I need assistance seeing my invoice #37777,Billing,Neutral
I'm waiting for a  compensation of {{Currency Symbol}}{{Refund Amount}},Billing,Neutral
I have to create a premium account for my fiance,Account Access,Positive
need to check the withdrawal penalty will uhelp me,Technical Support,Negative
i want assistance to leave some feedback for ur company,Technical Support,Neutral
"I lost my bill from {{Person Name}}, will you show it to me?",Billing,Negative
I expect a reimbursement of {{Currency Symbol}}{{Refund Amount}},Billing,Neutral
I try to restore my user profile PIN,Account Access,Positive
help to see in what cases can i request my money back,Billing,Positive
I want to notify of goddamn registration errors,Technical Support,Negative
I need assistance to check the early exit penalty,Technical Support,Negative
i want help to use the gold profile,Account Access,Positive
see what hours I can contact customer support,Technical Support,Positive
assistance checking how long the delivery takes,Product Inquiry,Neutral
I do not know what I need to d to download the bill #37777,Billing,Neutral
I try to see what hours I can reach customer assistance,Technical Support,Neutral
can you help me to talk to somebody?,Technical Support,Positive
I try to see how long it takes for my delivery to arrive,Product Inquiry,Neutral
need to modify my personal data can uhelp me,Account Access,Neutral
i want information about the removal of a standard account,Account Access,Positive
I don't know what I have to do to chat with an operator,Technical Support,Neutral
show me your allowed payment options,Billing,Neutral
I want to check how long the shipping takes,Product Inquiry,Positive
I need help to cancel purchase {{Order Number}},Product Inquiry,Positive
could you help me  enter another shipping address?,Product Inquiry,Positive
I have to notify of issues with a signup,Technical Support,Neutral
I have got to check what delivery methods are there,Product Inquiry,Neutral
i try to inform of issues with payment,Billing,Neutral
i cant switch several aritcles of purchase {{Order Number}},Product Inquiry,Neutral
"I want to write a review about your company, how do I do it?",Technical Support,Positive
i do not know what to do to send feedback for a product,Technical Support,Neutral
where do I file a claim?,Technical Support,Neutral
can i add some products to purchase {{Order Number}},Product Inquiry,Neutral
I expect a rebate of {{Refund Amount}} dollars,Billing,Neutral
i have to see the status of purchase {{Order Number}} how do i do it,Product Inquiry,Neutral
create pro account,Account Access,Positive
"I cannot open an account, how to inform of sign-up errors?",Technical Support,Negative
"I have to unsubscribe to the company newsletter, I need help",Technical Support,Positive
getting invoice from January,Billing,Neutral
show me in which situations can I ask to be refunded,Billing,Neutral
i need help to chat with an human agent,Technical Support,Positive
I want help to check your bloody available payment methods,Billing,Neutral
i have to leave feedback for ur company,Technical Support,Negative
I want help making a ucstomer claim against your company,Technical Support,Positive
"I have got to edit my damn user, could I get some help?",Account Access,Neutral
i have got to se how long the shipment takes how to do it,Product Inquiry,Neutral
seebills from {{Person Name}},Billing,Neutral
track order {{Order Number}},Product Inquiry,Neutral
I have problems submitting a different shipping address,Product Inquiry,Negative
need assistance to cancel order {{Order Number}},Product Inquiry,Negative
I expect an reimbursement of {{Currency Symbol}}{{Refund Amount}},Billing,Neutral
add product to purchase {{Order Number}},Product Inquiry,Neutral
can ya help me checking the withrawal fee,Technical Support,Positive
i dont know how i could see when my shipment is gonna arrive,Product Inquiry,Neutral
would it be possible to check the shipping methods?,Product Inquiry,Neutral
why I can't set up my new shipping address valid,Product Inquiry,Neutral
i dont khow what i need to do to change to the gold account,Account Access,Neutral
i need help checking the termination fee,Technical Support,Positive
could I check at what time I can call customer service?,Technical Support,Neutral
want help making an customer claim against your business,Technical Support,Positive
help to use the premium profile,Account Access,Positive
problem with cancelling purchase {{Order Number}},Product Inquiry,Negative
could uhelp me to check the early exit fee,Technical Support,Neutral
I need help to speak to somebody,Technical Support,Positive
where to check what payment options are accepted?,Billing,Positive
I'm looking for information about creating platinum accounts,Account Access,Positive
how to check whatg hours I can reach customer support?,Technical Support,Positive
help to see in which cases can i request my money back,Billing,Positive
assistance to use the {{Account Category}} profile,Account Access,Neutral
I want help cancelling purchase {{Order Number}},Product Inquiry,Positive
seein invoices from {{Person Name}},Billing,Neutral
i dont knoq how i can report errors with payments,Billing,Negative
I have a queston about the payment,Billing,Neutral
get bills from {{Person Name}},Billing,Neutral
"I have to see the ETA of the order {{Order Number}}, how to do it?",Product Inquiry,Neutral
updating data on {{Account Category}} account,Account Access,Neutral
how can i tfack purchase {{Order Number}},Product Inquiry,Neutral
how to talk with customer service?,Technical Support,Neutral
help using the {{Account Type}} account,Account Access,Positive
need to check what shipping options are available,Product Inquiry,Neutral
help me seeing in which situations can I request a refund,Billing,Positive
i want help leaving a comment,Technical Support,Positive
canceling order {{Order Number}},Product Inquiry,Neutral
is there a section to leave an opinion about a service?,Technical Support,Negative
i try to lodge a cliam,Technical Support,Neutral
updateorder {{Order Number}},Product Inquiry,Neutral
assistance ordering an article,Product Inquiry,Neutral
"I would like to report errors with sign-up, can you help me?",Technical Support,Positive
I am waiting for a restitution of {{Refund Amount}} dollars,Billing,Neutral
help me seeing in what cases can I ask for refunds,Billing,Positive
i want assistance to download the bill from {{Person Name}},Billing,Positive
i have a question about the cancellation  of my {{Account Type}} account,Account Access,Neutral
I want help to check what hours I can reach customer service,Technical Support,Positive
"I want to list the available payment modalities, help me",Billing,Positive
find information about opening {{Account Category}} accounts,Account Access,Neutral
check what hours i can get in touch with customer service,Technical Support,Neutral
have problems with a shipping address update,Product Inquiry,Negative
where do I inform of an issue with a signup?,Technical Support,Neutral
assistance to purchase a few of your product,Product Inquiry,Neutral
can ya help me to change to the gold account,Account Access,Positive
assistance to leave a comment for a service,Technical Support,Negative
help me informing of an issue with payment,Billing,Positive
help filing a reclamation against your business,Technical Support,Positive
can I check how soon can I expect the parcel?,Product Inquiry,Neutral
